id,reg_date,id_num,gender,birthday
110310,2011-02-01,36073219841117411C,男,1984/11/17
110311,2011-02-01,22072419891120601H,男,1989/11/20
110313,2011-02-01,45032219851203651G,男,1985/12/3
110315,2011-02-01,33100419881214031A,男,1988/12/14
110319,2011-02-01,44011119861112005F,男,1986/11/12
110320,2011-02-01,23010419820819232A,女,1982/8/19
110321,2011-02-01,51070319931103191G,男,1993/11/3
110322,2011-02-01,36060219880113253G,男,1988/1/13
110323,2011-02-01,23020619631208163A,男,1963/12/8
110325,2011-02-01,42010219880928143E,男,1988/9/28
110326,2011-02-01,44528119900723561I,男,1990/7/23
110327,2011-02-01,43010219910128151B,男,1991/1/28
110328,2011-02-01,32048219870830361F,男,1987/8/30
110331,2011-02-01,41148119901204181I,男,1990/12/4
110335,2011-02-01,23090319890904033J,男,1989/9/4
110336,2011-02-01,43018119870808331A,男,1987/8/8
110338,2011-02-01,23022319940422324I,女,1994/4/22
110339,2011-02-01,42010519891026363I,男,1989/10/26
110340,2011-02-01,22088219870612151J,男,1987/6/12
110341,2011-02-01,23040719890531023C,男,1989/5/31
110342,2011-02-01,31011319870904141I,男,1987/9/4
110343,2011-02-01,33072719890208635A,男,1989/2/8
110344,2011-02-01,37020519840319402J,女,1984/3/19
110346,2011-02-01,42098419930101361D,男,1993/1/1
110348,2011-02-01,45092419910410391B,男,1991/4/10
110350,2011-02-01,37040219820223061D,男,1982/2/23
110351,2011-02-01,42900519840526001B,男,1984/5/26
110352,2011-02-01,37078119890309539G,男,1989/3/9
110353,2011-02-01,42900419890201533H,男,1989/2/1
110354,2011-02-01,53010219880302072D,女,1988/3/2
110357,2011-02-01,61012419880427423A,男,1988/4/27
110358,2011-02-01,42102319851222073I,男,1985/12/22
110360,2011-02-02,31023019820615273I,男,1982/6/15
110361,2011-02-02,21011119740411251C,男,1974/4/11
110363,2011-02-02,36040219860606211F,男,1986/6/6
110365,2011-02-02,36012419900116663I,男,1990/1/16
110366,2011-02-02,43102119841227003I,男,1984/12/27
110368,2011-02-02,37040219890226061J,男,1989/2/26
110369,2011-02-02,51070319880211361F,男,1988/2/11
110374,2011-02-02,33030419901107211A,男,1990/11/7
110378,2011-02-02,23050219821120153H,男,1982/11/20
110380,2011-02-02,51012219850626027E,男,1985/6/26
110381,2011-02-02,33060219880223501A,男,1988/2/23
110382,2011-02-02,44011119890123333G,男,1989/1/23
110383,2011-02-02,42112519900412821B,男,1990/4/12
110384,2011-02-02,32072219860814813I,男,1986/8/14
110385,2011-02-02,44030119900110251H,男,1990/1/10
110386,2011-02-02,21021119850421003H,男,1985/4/21
110389,2011-02-02,44092319901101665G,男,1990/11/1
110390,2011-02-02,32058319871112041C,男,1987/11/12
110391,2011-02-02,37112219870318312F,女,1987/3/18
110393,2011-02-02,51132219910216131C,男,1991/2/16
110395,2011-02-02,42112619860408471A,男,1986/4/8
110399,2011-02-02,33018219871103191G,男,1987/11/3
110401,2011-02-02,37100219860720104B,女,1986/7/20
110403,2011-02-02,43022319850625321F,男,1985/6/25
110404,2011-02-02,43090319880319331F,男,1988/3/19
110405,2011-02-02,51160219890113377F,男,1989/1/13
110406,2011-02-02,21140219860830261A,男,1986/8/30
110409,2011-02-02,15020419811016181F,男,1981/10/16
110410,2011-02-02,21052119631224376J,女,1963/12/24
110414,2011-02-02,51162219880323491J,男,1988/3/23
110415,2011-02-02,53038119850715371C,男,1985/7/15
110418,2011-02-02,61040319931002054A,女,1993/10/2
110420,2011-02-02,37078119860730183G,男,1986/7/30
110421,2011-02-02,22028419860608192J,女,1986/6/8
110424,2011-02-02,51092219880901507H,男,1988/9/1
110425,2011-02-02,33102319901125341D,男,1990/11/25
110428,2011-02-02,35012819901114011A,男,1990/11/14
110429,2011-02-02,63010219880128332D,女,1988/1/28
110434,2011-02-02,23100219880804151D,男,1988/8/4
110436,2011-02-02,41138119881021765B,男,1988/10/21
110437,2011-02-02,52263619920501001D,男,1992/5/1
110441,2011-02-02,42900519891124003D,男,1989/11/24
110443,2011-02-02,41018219861125604I,女,1986/11/25
110445,2011-02-02,51092219911021221J,男,1991/10/21
110446,2011-02-02,42092219851008235H,男,1985/10/8
110449,2011-02-02,31010919790405561H,男,1979/4/5
110450,2011-02-02,23090219910520091G,男,1991/5/20
110451,2011-02-02,21038119890613351J,男,1989/6/13
110452,2011-02-02,37061219800221753G,男,1980/2/21
110454,2011-02-02,35032219890411155F,男,1989/4/11
110455,2011-02-02,43312219871002102J,女,1987/10/2
110456,2011-02-02,51018219911020101D,男,1991/10/20
110458,2011-02-02,42900619881010587A,男,1988/10/10
110459,2011-02-02,32068419820511743E,男,1982/5/11
110460,2011-02-02,22038119770617081C,男,1977/6/17
110462,2011-02-02,42030219901124123E,男,1990/11/24
110464,2011-02-02,42110219881126121I,男,1988/11/26
110465,2011-02-02,32028219910610023C,男,1991/6/10
110467,2011-02-02,31010119870605051B,男,1987/6/5
110468,2011-02-02,32120219900627061H,男,1990/6/27
110469,2011-02-02,51162119850410095A,男,1985/4/10
110470,2011-02-02,33108219900801552C,女,1990/8/1
110471,2011-02-02,35010219781124643J,男,1978/11/24
110472,2011-02-02,42020319900111331G,男,1990/1/11
110473,2011-02-02,23020419780405123H,男,1978/4/5
110475,2011-02-02,42108119910208001F,男,1991/2/8
110476,2011-02-02,43068119850612031C,男,1985/6/12
110478,2011-02-02,51132519910218131C,男,1991/2/18
110482,2011-02-02,43020319880906151B,男,1988/9/6
110483,2011-02-02,34120219870701355J,男,1987/7/1
110484,2011-02-02,21110219800725201C,男,1980/7/25
110485,2011-02-02,45010319800617055A,男,1980/6/17
110486,2011-02-02,42092319840203247J,男,1984/2/3
110487,2011-02-02,32032319910520363E,男,1991/5/20
110489,2011-02-02,43042219890226005A,男,1989/2/26
110490,2011-02-02,35050219870905105D,男,1987/9/5
110491,2011-02-02,22060219910107151D,男,1991/1/7
110492,2011-02-02,23060419830514511J,男,1983/5/14
110495,2011-02-02,36052119890901701A,男,1989/9/1
110497,2011-02-02,44010619920414005B,男,1992/4/14
110499,2011-02-02,43110219860809201E,男,1986/8/9
110501,2011-02-02,32020319871023121A,男,1987/10/23
110502,2011-02-02,45020519820227001D,男,1982/2/27
110503,2011-02-02,62012119751219001J,男,1975/12/19
110504,2011-02-02,32031119880830733E,男,1988/8/30
110505,2011-02-02,62010219860217241A,男,1986/2/17
110508,2011-02-02,37108119871227001I,男,1987/12/27
110509,2011-02-02,51168119870508001G,男,1987/5/8
110511,2011-02-02,43020219880117201B,男,1988/1/17
110513,2011-02-02,15020419870909033B,男,1987/9/9
110514,2011-02-02,52262819891104003A,男,1989/11/4
110517,2011-02-02,31010419860127402H,女,1986/1/27
110518,2011-02-02,35070219870615035J,男,1987/6/15
110522,2011-02-02,43048219910803009C,男,1991/8/3
110524,2011-02-02,65020319890529181H,男,1989/5/29
110525,2011-02-02,44092319800110571E,男,1980/1/10
110526,2011-02-02,37010219790808211J,男,1979/8/8
110527,2011-02-02,43112819881125013G,男,1988/11/25
110528,2011-02-02,23010319700520091E,男,1970/5/20
110532,2011-02-02,41042219891208919I,男,1989/12/8
110534,2011-02-02,22032219851120455E,男,1985/11/20
110535,2011-02-02,32050319681028152G,女,1968/10/28
110536,2011-02-02,32068219900214205H,男,1990/2/14
110539,2011-02-02,23060419920703471H,男,1992/7/3
110541,2011-02-02,32020219891120351G,男,1989/11/20
110543,2011-02-02,35080219861115101H,男,1986/11/15
110544,2011-02-02,33080219900821401A,男,1990/8/21
110545,2011-02-02,32048119780918041C,男,1978/9/18
110550,2011-02-02,42010219821026405J,男,1982/10/26
110552,2011-02-02,21060219841121051C,男,1984/11/21
110554,2011-02-02,21030219900717001B,男,1990/7/17
110555,2011-02-02,23062119840130025J,男,1984/1/30
110556,2011-02-02,33018319861209001H,男,1986/12/9
110557,2011-02-02,42068219920719551H,男,1992/7/19
110560,2011-02-02,65280119880331521B,男,1988/3/31
110561,2011-02-02,34012319820420771A,男,1982/4/20
110562,2011-02-02,15010219830821001E,男,1983/8/21
110564,2011-02-02,64020219911229155D,男,1991/12/29
110567,2011-02-02,21078119960220561D,男,1996/2/20
110568,2011-02-02,43112219910305613C,男,1991/3/5
110569,2011-02-02,35030119850208141J,男,1985/2/8
110570,2011-02-02,44080219900327081E,男,1990/3/27
110571,2011-02-02,34110219921220083A,男,1992/12/20
110574,2011-02-02,33038219850119361A,男,1985/1/19
110575,2011-02-02,44010619891210184D,女,1989/12/10
110578,2011-02-02,44098219851103321I,男,1985/11/3
110579,2011-02-02,42050319890524521H,男,1989/5/24
110583,2011-02-02,41142119881106015B,男,1988/11/6
110586,2011-02-02,50011319880305461B,男,1988/3/5
110587,2011-02-02,23112119880515361C,男,1988/5/15
110590,2011-02-02,42900419860410077J,男,1986/4/10
110591,2011-02-02,33032619930927181H,男,1993/9/27
110592,2011-02-02,41152319900823043C,男,1990/8/23
110593,2011-02-02,35021119890311001D,男,1989/3/11
110594,2011-02-02,32010219820412381G,男,1982/4/12
110595,2011-02-02,35058219860715003B,男,1986/7/15
110596,2011-02-02,51018119880724281H,男,1988/7/24
110597,2011-02-02,22060219930420031D,男,1993/4/20
110600,2011-02-02,41072719930113151C,男,1993/1/13
110601,2011-02-02,45010619811124051C,男,1981/11/24
110602,2011-02-02,42050319850114232E,女,1985/1/14
110604,2011-02-02,41090119900808403A,男,1990/8/8
110605,2011-02-02,42098419860713405G,男,1986/7/13
110606,2011-02-02,42020219810921125E,男,1981/9/21
110607,2011-02-02,33022619840714001A,男,1984/7/14
110608,2011-02-02,37020319940207593J,男,1994/2/7
110609,2011-02-02,37010519880731001J,男,1988/7/31
110610,2011-02-02,41030619890328051F,男,1989/3/28
110612,2011-02-02,33102219841130147D,男,1984/11/30
110613,2011-02-02,32062319890820561D,男,1989/8/20
110615,2011-02-02,42100219801127141A,男,1980/11/27
110616,2011-02-02,45012219860325101G,男,1986/3/25
110617,2011-02-02,50023019880126161F,男,1988/1/26
110622,2011-02-02,21091119930102301B,男,1993/1/2
110623,2011-02-02,33072719880623001F,男,1988/6/23
110625,2011-02-02,37078419851228305C,男,1985/12/28
110626,2011-02-02,32032319871206161C,男,1987/12/6
110627,2011-02-02,35088119910119077A,男,1991/1/19
110628,2011-02-02,23122319881020003G,男,1988/10/20
110629,2011-02-02,42062519951222003E,男,1995/12/22
110630,2011-02-02,33062419900408001D,男,1990/4/8
110637,2011-02-02,32118319900103003J,男,1990/1/3
110639,2011-02-02,21052219830407003F,男,1983/4/7
110640,2011-02-02,23023019860908021B,男,1986/9/8
110647,2011-02-02,41038119880103101F,男,1988/1/3
110648,2011-02-02,42118219900104373E,男,1990/1/4
110651,2011-02-02,37030219791123541D,男,1979/11/23
110652,2011-02-02,23270019910318081H,男,1991/3/18
110653,2011-02-02,61032219850718291B,男,1985/7/18
110655,2011-02-02,43040719890422151E,男,1989/4/22
110661,2011-02-02,41040319860925563E,男,1986/9/25
110664,2011-02-02,63222119890725117G,男,1989/7/25
110667,2011-02-02,41132219820415291D,男,1982/4/15
110668,2011-02-02,43112119870810251E,男,1987/8/10
110669,2011-02-02,43072319901215001H,男,1990/12/15
110671,2011-02-02,32120219901221091B,男,1990/12/21
110672,2011-02-02,51012219880917957J,男,1988/9/17
110673,2011-02-02,50022619870128031A,男,1987/1/28
110681,2011-02-02,43072319901227783E,男,1990/12/27
110682,2011-02-02,41030319880712255H,男,1988/7/12
110683,2011-02-02,21080219890217151I,男,1989/2/17
110684,2011-02-02,37061319891009253E,男,1989/10/9
110685,2011-02-02,34030219890201101C,男,1989/2/1
110688,2011-02-02,33042119860703201C,男,1986/7/3
110689,2011-02-02,23020319880202001B,男,1988/2/2
110690,2011-02-02,33032819900523341F,男,1990/5/23
110692,2011-02-02,23071019851016001J,男,1985/10/16
110696,2011-02-02,23020619860520093A,男,1986/5/20
110697,2011-02-02,41133019890307431C,男,1989/3/7
110699,2011-02-02,61032319860623681H,男,1986/6/23
110700,2011-02-02,42138119860520321F,男,1986/5/20
110701,2011-02-02,37078419901026281F,男,1990/10/26
110703,2011-02-02,61032619841013063F,男,1984/10/13
110705,2011-02-02,62292419830314101J,男,1983/3/14
110706,2011-02-02,53290119790508301C,男,1979/5/8
110707,2011-02-02,41030519930711531C,男,1993/7/11
110710,2011-02-02,35068119860420007D,男,1986/4/20
110711,2011-02-02,41010319830603701I,男,1983/6/3
110712,2011-02-02,33108119870525851D,男,1987/5/25
110714,2011-02-02,33062419880830001F,男,1988/8/30
110717,2011-02-02,41010319850527011G,男,1985/5/27
110719,2011-02-02,36042419831208153E,男,1983/12/8
110720,2011-02-02,37150219920517151G,男,1992/5/17
110721,2011-02-02,34082219901021113J,男,1990/10/21
110722,2011-02-02,37088219890314165E,男,1989/3/14
110723,2011-02-02,32020119821122201C,男,1982/11/22
110724,2011-02-02,32058219851015731I,男,1985/10/15
110726,2011-02-02,63010219940809201G,男,1994/8/9
110727,2011-02-02,34082219861111607B,男,1986/11/11
110729,2011-02-02,23018319900309341J,男,1990/3/9
110730,2011-02-02,44010319780623093G,男,1978/6/23
110731,2011-02-02,32070619811225155E,男,1981/12/25
110732,2011-02-02,21020219561225171A,男,1956/12/25
110733,2011-02-02,45032719860928005D,男,1986/9/28
110736,2011-02-02,37010219880519212J,女,1988/5/19
110737,2011-02-02,35082519871017025H,男,1987/10/17
110739,2011-02-02,32030519940101331G,男,1994/1/1
110740,2011-02-02,31011019891102282I,女,1989/11/2
110741,2011-02-02,44150219931122231E,男,1993/11/22
110742,2011-02-02,35062219841022001C,男,1984/10/22
110743,2011-02-02,37142819910113057F,男,1991/1/13
110745,2011-02-02,41012219820511171A,男,1982/5/11
110747,2011-02-02,32010419860620281H,男,1986/6/20
110748,2011-02-02,43312619651226652A,女,1965/12/26
110751,2011-02-02,41130219900711001E,男,1990/7/11
110752,2011-02-02,22038219900605041G,男,1990/6/5
110753,2011-02-02,41082319830716183I,男,1983/7/16
110754,2011-02-02,36010419900214041I,男,1990/2/14
110757,2011-02-02,43128119910916221A,男,1991/9/16
110758,2011-02-02,32081119850809055B,男,1985/8/9
110760,2011-02-02,50038219900218809J,男,1990/2/18
110761,2011-02-02,32120119890924003H,男,1989/9/24
110763,2011-02-02,33052119840517231F,男,1984/5/17
110764,2011-02-02,41130219830714877E,男,1983/7/14
110765,2011-02-02,44510219861123141J,男,1986/11/23
